2024-04-13 18:16:48,779 INFO    StreamThr :32912 [internal.py:wandb_internal():86] W&B internal server running at pid: 32912, started at: 2024-04-13 18:16:48.779104
2024-04-13 18:16:57,313 INFO    Thread-31 :32912 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files\output.log
2024-04-13 18:16:59,708 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:17:04,773 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:17:07,243 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 18:17:07,244 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 18:17:07,244 DEBUG   SenderThread:32912 [sender.py:send_request():409] send_request: stop_status
2024-04-13 18:17:10,364 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:17:15,408 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:17:20,477 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:17:20,567 INFO    Thread-31 :32912 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files\config.yaml
2024-04-13 18:17:22,253 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 18:17:22,253 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 18:17:22,253 DEBUG   SenderThread:32912 [sender.py:send_request():409] send_request: stop_status
2024-04-13 18:17:25,596 INFO    Thread-31 :32912 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files\output.log
2024-04-13 18:17:26,361 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:17:27,625 INFO    Thread-31 :32912 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files\output.log
2024-04-13 18:17:31,427 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:17:36,480 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:17:37,248 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 18:17:37,248 DEBUG   SenderThread:32912 [sender.py:send_request():409] send_request: stop_status
2024-04-13 18:17:37,263 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 18:17:42,468 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:17:47,514 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:17:49,635 DEBUG   SystemMonitor:32912 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-04-13 18:17:49,636 DEBUG   SenderThread:32912 [sender.py:send():382] send: stats
2024-04-13 18:17:52,251 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 18:17:52,251 DEBUG   SenderThread:32912 [sender.py:send_request():409] send_request: stop_status
2024-04-13 18:17:52,266 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 18:17:53,387 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:17:58,414 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:18:03,444 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:18:07,262 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 18:18:07,262 DEBUG   SenderThread:32912 [sender.py:send_request():409] send_request: stop_status
2024-04-13 18:18:07,277 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 18:18:09,428 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:18:14,458 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:18:19,484 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:18:19,640 DEBUG   SenderThread:32912 [sender.py:send():382] send: stats
2024-04-13 18:18:22,278 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 18:18:22,278 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 18:18:22,279 DEBUG   SenderThread:32912 [sender.py:send_request():409] send_request: stop_status
2024-04-13 18:18:25,403 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:18:31,196 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:18:31,292 INFO    Thread-31 :32912 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files\output.log
2024-04-13 18:18:36,234 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:18:37,280 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 18:18:37,280 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 18:18:37,281 DEBUG   SenderThread:32912 [sender.py:send_request():409] send_request: stop_status
2024-04-13 18:18:41,507 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:18:46,539 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:18:49,648 DEBUG   SenderThread:32912 [sender.py:send():382] send: stats
2024-04-13 18:18:51,656 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:18:52,297 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 18:18:52,297 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 18:18:52,298 DEBUG   SenderThread:32912 [sender.py:send_request():409] send_request: stop_status
